3861 274 -1550; 103 0 -26
3634 -1100 -1138; -97 549 -5915
4223 -884 -635; -57 580 -6439
4928 -180 -313; -64 635 -6899
5661 241 173; -127 740 -7326
6162 895 149; -208 871 -7704
6511 1348 791; -387 1015 -8024
6898 1506 706; -699 1218 -8318
7169 1909 1028; -935 1447 -8545
7560 1961 890; -1188 1711 -8719
7741 1788 927; -1480 2008 -8827
7995 1628 558; -1659 2315 -8848
7996 1012 457; -1752 2634 -8802
7303 739 118; -1663 2952 -8632
6910 671 321; -1432 3195 -8386
6446 191 -3; -1337 3385 -8122
6097 1301 27; -1266 3588 -7735
5815 410 -931; -1429 3740 -7354
4875 761 -1234; -1321 3837 -6842
4151 864 -1297; -963 3806 -6274
3328 1558 -1238; -755 3743 -5745
2549 2233 -906; -614 3680 -5123
2064 2062 -1023; -608 3514 -4531
1661 3028 -678; -388 3274 -3889
1211 2654 -772; -188 3044 -3291
703 3082 -608; 14 2750 -2666
273 3298 -463; 312 2412 -2035
165 3643 -374; 449 2069 -1464
-41 4182 123; 551 1698 -851
-27 3886 65; 543 1325 -296
189 4360 366; 610 923 246
396 4483 401; 698 544 765
639 4576 545; 703 183 1233
710 4832 843; 724 -179 1691
903 4716 954; 706 -492 2074
1048 5013 1269; 697 -796 2424
1223 4912 1318; 631 -1058 2726
1492 4838 1418; 544 -1291 2963
1715 4786 1463; 452 -1504 3175
2000 4545 1250; 331 -1686 3331
2176 4359 1191; 256 -1851 3461
2398 4085 1064; 209 -1996 3568
2594 4052 1057; 207 -2123 3639
2607 3981 1102; 203 -2215 3710
2710 3759 1146; 185 -2287 3773
2774 3882 1072; 187 -2342 3835
2626 3452 978; 156 -2361 3908
2709 2964 951; 142 -2361 3985
2911 2836 757; 235 -2351 4077
3148 2527 724; 302 -2300 4184
3301 2097 432; 311 -2251 4310
3753 2137 253; 428 -2208 4458
4021 1894 -35; 520 -2132 4596
4246 1999 -65; 586 -2051 4747
4558 1699 -356; 579 -1990 4870
4772 1463 -415; 527 -1903 4972
4860 1403 -327; 585 -1834 5077
4913 1328 -371; 634 -1760 5144
4891 1230 -379; 647 -1688 5188
5008 1365 -537; 645 -1632 5206
4975 1322 -596; 549 -1571 5177
4878 1045 -592; 349 -1514 5090
4620 835 -523; 200 -1490 4979
4307 800 -419; 181 -1461 4859
3985 774 -306; 193 -1428 4712
3819 746 -547; 154 -1382 4521
3627 605 -490; 60 -1339 4302
3283 478 -797; -56 -1279 4075
3048 231 -798; -179 -1237 3816
2745 -87 -1068; -300 -1185 3540
2423 -239 -1003; -341 -1124 3265
2199 -433 -1093; -377 -1066 2984
2021 -609 -1132; -401 -994 2706
2005 -709 -1281; -440 -922 2410
1973 -690 -1358; -521 -849 2115
1955 -900 -1545; -638 -775 1823
2033 -1045 -1734; -713 -714 1538
2052 -1324 -1907; -752 -643 1263
2014 -1496 -1961; -747 -566 1000
2052 -1547 -1945; -719 -508 760
2151 -1849 -2160; -732 -438 534
2254 -1913 -2242; -730 -368 336
2304 -2283 -2401; -742 -300 154
2362 -2419 -2530; -701 -230 -3
2437 -2445 -2482; -606 -178 -129
2539 -2621 -2604; -547 -118 -242
2729 -2567 -2621; -472 -73 -342
2925 -2556 -2577; -388 -39 -424
3032 -2509 -2545; -323 3 -499
3124 -2382 -2406; -270 22 -562
3242 -2373 -2450; -253 37 -622
3204 -2415 -2404; -252 54 -669
3203 -2540 -2371; -245 62 -709
3246 -2431 -2384; -199 62 -744
3184 -2381 -2251; -147 65 -756
3216 -2377 -2162; -129 75 -768
3252 -2253 -2022; -109 76 -778
3272 -2131 -2040; -90 82 -776
3268 -2247 -1955; -82 92 -768
3286 -2073 -1870; -26 99 -753
3303 -2056 -1839; -2 107 -742
3346 -1912 -1836; -14 112 -723
3387 -1976 -1960; -43 116 -700
3373 -2008 -1902; -47 121 -676
3391 -1818 -1878; 7 120 -643
3426 -1839 -1907; 8 113 -620
3436 -1710 -1862; -3 108 -587
3436 -1703 -1918; -26 101 -554
3360 -1836 -1976; -66 94 -524
3309 -1792 -1900; -46 88 -484
3274 -1785 -1942; -12 77 -448
3264 -1734 -1896; -6 65 -409
3319 -1657 -1947; -10 56 -369
3316 -1665 -1981; -23 44 -333
3329 -1598 -1921; -8 33 -295
3358 -1520 -1905; 24 19 -262
3409 -1479 -1945; 22 2 -234
3414 -1545 -2033; -3 -14 -203
3363 -1666 -2055; -17 -28 -175
3362 -1547 -1970; 32 -48 -146
3316 -1548 -1966; 52 -67 -122
3316 -1467 -1897; 49 -80 -97
3372 -1382 -1974; 47 -95 -76
3365 -1416 -1874; 38 -104 -60
3320 -1327 -1792; 55 -109 -42
3283 -1284 -1753; 48 -119 -32
3273 -1264 -1759; 24 -120 -20
3258 -1302 -1759; -11 -122 -10
3260 -1326 -1848; -45 -126 -3
3246 -1435 -1896; -65 -128 8
3212 -1418 -1930; -48 -133 22
3238 -1425 -1960; -36 -139 32
3268 -1396 -2015; -43 -151 42
3313 -1400 -2037; -58 -156 51
3289 -1392 -2045; -73 -167 56
3318 -1400 -2056; -85 -178 62
3258 -1425 -2063; -83 -187 67
3230 -1441 -2054; -68 -189 73
3219 -1496 -2089; -61 -196 72
3166 -1478 -2069; -50 -196 76
3185 -1435 -2051; -28 -196 78
3225 -1379 -2041; -31 -192 75
3246 -1372 -2054; -55 -189 72
3247 -1433 -2105; -68 -185 66
3237 -1395 -2087; -43 -178 59
3220 -1376 -2067; -33 -170 49
3173 -1345 -2072; -61 -164 39
3113 -1457 -2097; -94 -155 25
3104 -1455 -2061; -89 -143 12
3141 -1359 -2057; -54 -132 0
3143 -1341 -2070; -59 -118 -16
3179 -1352 -2077; -78 -108 -30
3210 -1363 -2143; -99 -98 -45
3187 -1397 -2132; -114 -87 -64
3178 -1420 -2171; -127 -77 -78
3188 -1495 -2219; -135 -70 -94
3179 -1477 -2223; -120 -62 -105
3169 -1494 -2208; -107 -55 -117
3184 -1511 -2251; -107 -50 -129
3201 -1512 -2249; -91 -46 -137
3229 -1524 -2247; -69 -43 -146
3247 -1509 -2228; -56 -44 -155
3248 -1497 -2217; -51 -46 -159
3249 -1470 -2194; -45 -44 -167
3247 -1473 -2182; -47 -45 -173
3223 -1489 -2164; -36 -45 -176
3209 -1473 -2136; -15 -42 -179
3202 -1462 -2135; -7 -40 -184
3231 -1491 -2117; -4 -39 -184
3230 -1453 -2115; 13 -32 -182
3235 -1420 -2045; 32 -30 -182
3226 -1390 -2037; 29 -25 -180
3210 -1386 -2025; 17 -18 -179
3211 -1440 -2087; -2 -14 -177
3187 -1424 -2060; 10 -7 -171
3194 -1417 -2039; 28 -1 -164
3180 -1449 -2094; 22 2 -158
3185 -1452 -2083; 26 8 -148
3234 -1398 -2081; 45 10 -137
3266 -1385 -2086; 38 11 -130
3263 -1405 -2089; 32 11 -121
3272 -1354 -2084; 43 10 -112
3281 -1338 -2080; 44 8 -107
3282 -1291 -2076; 31 2 -100
3258 -1400 -2111; 6 -4 -93
3284 -1405 -2143; 6 -12 -88
3289 -1375 -2133; 25 -21 -80
3279 -1423 -2139; 18 -27 -75
3220 -1373 -2087; 25 -37 -65
3206 -1423 -2080; 36 -44 -58
3185 -1343 -2013; 48 -49 -52
3183 -1373 -2047; 40 -54 -46
3165 -1356 -2020; 36 -56 -39
3183 -1352 -2015; 34 -57 -34
3197 -1341 -2020; 26 -58 -32
3209 -1310 -2034; 19 -58 -28
3205 -1376 -2106; -3 -60 -27
3197 -1409 -2098; -1 -62 -24
3212 -1474 -2146; 8 -65 -21
3211 -1495 -2163; 33 -68 -16
3235 -1429 -2128; 62 -71 -11
3257 -1442 -2144; 62 -76 -8
3251 -1408 -2106; 61 -79 -2
3244 -1409 -2103; 55 -83 -2
3254 -1392 -2084; 46 -85 -1
3244 -1394 -2107; 41 -89 -1
3210 -1449 -2127; 35 -91 -2
3222 -1463 -2151; 36 -95 -2
3228 -1457 -2165; 39 -97 -2
3228 -1449 -2166; 34 -98 -5
3217 -1403 -2133; 41 -101 -6
3220 -1331 -2121; 44 -103 -10
3193 -1389 -2131; 24 -99 -17
3186 -1408 -2133; 18 -97 -22
3178 -1403 -2153; 37 -91 -28
3134 -1407 -2102; 43 -85 -35
3140 -1349 -2164; 41 -83 -42
3140 -1467 -2132; 29 -77 -49
3152 -1395 -2138; 41 -68 -58
3182 -1346 -2105; 62 -63 -66
3165 -1326 -2085; 54 -56 -77
3160 -1268 -2021; 49 -50 -89
3194 -1264 -2085; 37 -42 -106
3260 -1299 -2129; 24 -38 -123
3258 -1329 -2147; 24 -33 -137
3237 -1338 -2131; 31 -29 -151
3208 -1324 -2110; 35 -29 -163
3170 -1320 -2052; 33 -24 -175
3154 -1341 -2051; 25 -21 -187
3193 -1310 -2070; 26 -20 -198
3208 -1308 -2065; 29 -17 -207
3172 -1294 -2062; 20 -15 -216
3197 -1272 -2039; 14 -15 -224
3239 -1211 -2037; 3 -17 -233
3252 -1242 -2135; -29 -17 -243
3237 -1357 -2110; -51 -18 -250
3202 -1331 -2086; -21 -18 -251
3217 -1359 -2097; -6 -20 -257
3207 -1327 -2107; -12 -23 -254
3209 -1389 -2112; -15 -23 -250
3234 -1412 -2102; -15 -25 -248
3249 -1339 -2149; 7 -25 -239
3286 -1385 -2155; 4 -28 -236
3281 -1354 -2186; 9 -33 -231
3272 -1319 -2128; 24 -35 -223
3288 -1372 -2141; 16 -37 -222
3303 -1326 -2092; 21 -40 -217
3314 -1332 -2062; 32 -40 -214
3324 -1277 -2045; 39 -40 -212
3341 -1306 -2025; 40 -38 -204
3366 -1356 -2051; 33 -37 -201
3365 -1377 -2069; 34 -36 -194
3382 -1393 -2074; 40 -37 -187
3409 -1387 -2087; 42 -40 -178
3449 -1401 -2116; 36 -44 -168
3488 -1413 -2138; 23 -47 -157
3463 -1449 -2186; 22 -53 -147
3440 -1382 -2131; 62 -56 -135
3415 -1352 -2102; 94 -59 -126
3355 -1310 -2045; 110 -61 -116
3348 -1283 -2002; 126 -62 -107
3339 -1246 -2011; 130 -62 -104
3336 -1233 -2008; 128 -62 -97
3390 -1266 -1996; 118 -61 -91
3370 -1271 -2052; 108 -63 -86
3392 -1275 -2042; 113 -64 -80
3409 -1285 -2076; 120 -66 -77
3405 -1271 -2062; 133 -71 -73
3392 -1245 -2044; 150 -76 -70
3400 -1208 -2008; 160 -83 -67
3393 -1205 -2011; 158 -89 -65
3388 -1209 -2014; 152 -95 -65
3363 -1217 -2000; 142 -97 -65
3346 -1191 -1990; 142 -101 -64
3323 -1204 -1948; 139 -106 -65
3299 -1162 -1945; 139 -106 -62
3313 -1179 -1945; 134 -107 -60
3316 -1194 -1977; 114 -108 -61
3284 -1203 -1986; 103 -110 -58
3277 -1202 -1985; 103 -110 -58
3313 -1186 -2009; 102 -112 -56
3304 -1193 -2016; 88 -113 -54
3314 -1230 -2006; 72 -113 -53
3281 -1228 -2018; 68 -115 -51
3264 -1223 -1990; 66 -113 -49
3262 -1238 -1980; 52 -114 -46
3244 -1263 -1993; 37 -113 -43
3212 -1228 -1962; 39 -109 -38
3220 -1253 -1990; 27 -108 -37
3214 -1248 -2005; 20 -104 -34
3239 -1261 -2022; 28 -100 -30
3236 -1265 -2072; 30 -102 -28
3237 -1288 -2068; 23 -101 -24
3273 -1243 -2057; 27 -103 -21
3277 -1212 -2044; 19 -103 -21
3252 -1194 -2030; -1 -103 -19
3257 -1227 -2032; -17 -106 -19
3243 -1274 -2078; -30 -108 -19
3231 -1289 -2055; -20 -105 -18
3212 -1316 -2062; -5 -104 -18
3221 -1274 -2065; 10 -106 -17
3253 -1258 -2061; 11 -103 -14
3230 -1317 -2075; -13 -99 -15
3249 -1286 -2049; -17 -102 -12
3253 -1258 -2065; -22 -100 -13
3253 -1250 -2051; -38 -97 -13
3228 -1228 -2059; -46 -100 -14
3234 -1234 -2079; -57 -98 -17
3216 -1252 -2042; -71 -95 -20
3216 -1294 -2089; -82 -93 -22
3252 -1295 -2112; -77 -94 -24
3268 -1302 -2141; -72 -92 -27
3289 -1253 -2146; -61 -93 -28
3282 -1250 -2160; -63 -96 -31
3272 -1278 -2130; -70 -95 -33
3251 -1286 -2118; -72 -94 -36
3241 -1294 -2110; -70 -96 -39
3222 -1321 -2100; -66 -91 -40
3208 -1317 -2100; -66 -88 -42
3190 -1296 -2103; -64 -86 -43
3238 -1269 -2124; -67 -83 -43
3237 -1285 -2154; -80 -79 -45
3232 -1300 -2176; -98 -78 -47
3248 -1311 -2165; -99 -79 -49
3209 -1291 -2167; -107 -76 -50
3229 -1286 -2126; -113 -78 -52
3210 -1269 -2168; -121 -76 -55
3222 -1263 -2139; -120 -76 -56
3226 -1215 -2132; -104 -74 -61
3240 -1213 -2140; -87 -72 -63
3231 -1166 -2148; -87 -71 -67
3222 -1230 -2204; -96 -71 -72
3225 -1237 -2146; -97 -70 -76
3196 -1205 -2152; -88 -68 -76
3191 -1230 -2167; -93 -64 -81
3181 -1195 -2156; -81 -62 -81
3187 -1173 -2186; -67 -58 -82
3198 -1165 -2171; -56 -57 -84
3219 -1164 -2195; -50 -55 -84
3198 -1183 -2201; -53 -54 -85
3202 -1175 -2187; -51 -53 -86
3203 -1160 -2166; -55 -55 -85
3209 -1179 -2185; -72 -56 -87
3209 -1162 -2138; -62 -57 -87
3193 -1164 -2210; -47 -60 -86
3209 -1116 -2157; -42 -61 -87
3157 -1147 -2247; -57 -65 -89
3169 -1168 -2193; -52 -72 -88
3189 -1129 -2177; -12 -77 -87
3182 -1115 -2159; -7 -79 -88
3190 -1116 -2161; -18 -86 -87
3173 -1137 -2191; -29 -90 -85
3183 -1146 -2218; -32 -95 -83
3165 -1157 -2233; -39 -100 -80
3158 -1182 -2238; -40 -105 -77
3155 -1124 -2264; -37 -112 -71
3141 -1091 -2249; -43 -120 -66
3145 -1092 -2222; -56 -127 -63
3128 -1064 -2224; -74 -133 -61
3140 -1068 -2209; -81 -139 -57
3104 -1110 -2218; -97 -140 -56
3104 -1100 -2205; -90 -144 -54
3106 -1090 -2233; -86 -147 -52
3085 -1050 -2260; -83 -148 -54
3094 -1039 -2246; -93 -150 -55
3096 -1078 -2276; -129 -151 -59
3096 -1043 -2289; -158 -152 -62
3118 -1135 -2341; -189 -150 -66
3122 -1136 -2317; -194 -151 -71
3145 -1173 -2347; -169 -150 -75
3167 -1154 -2360; -144 -146 -79
3135 -1191 -2375; -135 -144 -82
3152 -1228 -2440; -117 -139 -86
3147 -1227 -2447; -63 -136 -90
3176 -1186 -2464; -11 -135 -95
3201 -1118 -2461; 10 -130 -104
3208 -1111 -2411; 4 -127 -113
3186 -1077 -2400; -15 -122 -125
3194 -1051 -2347; -28 -119 -140
3177 -1046 -2348; -50 -111 -158
3166 -1020 -2299; -55 -104 -175
3167 -1051 -2318; -54 -95 -195
3192 -1039 -2324; -35 -84 -216
3183 -1026 -2304; -13 -75 -235
3207 -1040 -2309; -2 -64 -257
3187 -1043 -2303; 1 -55 -276
3197 -1006 -2310; 4 -48 -295
3211 -1044 -2354; -2 -39 -314
3185 -1042 -2370; -4 -31 -332
3212 -1039 -2387; 9 -27 -349
3220 -1029 -2404; 10 -24 -365
3229 -1000 -2383; 8 -20 -380
3228 -985 -2398; 3 -20 -393
3243 -966 -2385; 0 -21 -406
3226 -962 -2379; -1 -21 -417
3236 -978 -2407; -3 -22 -429
3242 -992 -2425; 2 -24 -436
3239 -1044 -2420; 17 -29 -442
3241 -1054 -2411; 39 -32 -443
3245 -1025 -2438; 61 -39 -443
3304 -1031 -2463; 75 -44 -443
3354 -1021 -2469; 86 -50 -441
3436 -961 -2498; 100 -58 -439
3501 -921 -2547; 109 -68 -438
3524 -901 -2548; 112 -76 -437
3506 -887 -2482; 117 -82 -439
3467 -834 -2469; 116 -89 -443
3463 -828 -2444; 118 -92 -450
3398 -890 -2464; 119 -92 -454
3337 -878 -2453; 140 -92 -458
3329 -894 -2454; 170 -90 -462
3338 -884 -2498; 185 -86 -468
3321 -902 -2526; 173 -84 -470
3296 -923 -2542; 164 -82 -471
3281 -943 -2508; 163 -80 -473
3273 -969 -2514; 172 -75 -475
3265 -932 -2518; 187 -71 -477
3308 -930 -2575; 196 -69 -482
3303 -911 -2576; 192 -66 -487
3298 -900 -2544; 187 -67 -494
3290 -897 -2574; 157 -71 -507
3290 -928 -2586; 128 -73 -522
3296 -915 -2538; 119 -76 -538
3256 -934 -2562; 120 -76 -558
3269 -963 -2526; 152 -82 -577
3281 -1004 -2572; 203 -85 -599
3261 -1015 -2568; 262 -89 -621
3229 -1021 -2545; 332 -96 -646
3192 -997 -2448; 401 -100 -669
3150 -976 -2432; 441 -106 -694
